# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "8" "-p" "-B" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-o" "count.txt" "SRR13978643Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13978643Aligned.sortedByCoord.out.bam
YLR240W	XII	617533	620160	+	2628	104
YLR018C	XII	178707	179606	-	900	167
YLR344W	XII;XII	819312;819778	819330;820142	+;+	384	1174
YLR412W	XII	948368	949192	+	825	160
YLR447C	XII	1026856	1027893	-	1038	608
YLR361C-A	XII	849383	849679	-	297	32
YLR112W	XII	370791	371210	+	420	43
YLR435W	XII	1006378	1006995	+	618	43
YLR084C	XII	296589	300251	-	3663	185
snR34	XII	899180	899382	+	203	8
YLR091W	XII	322297	323178	+	882	68
YLR275W	XII;XII	694378;694473	694382;694800	+;+	333	50
YLR102C	XII	342970	343767	-	798	23
YLR263W	XII	670340	672823	+	2484	50
YLR379W	XII	876922	877296	+	375	34
tL(UAG)L1	XII;XII	592519;592582	592562;592619	-;-	82	6
YLR459W	XII	1057334	1058518	+	1185	238
YLR316C	XII;XII;XII	765266;766130;766250	766073;766181;766358	-;-;-	969	53
YLR277C	XII	697156	699495	-	2340	107
tP(UGG)L	XII;XII	92548;92615	92583;92650	+;+	72	0
YLR229C	XII	604212	604787	-	576	201
YLR120W-A	XII	388672	388773	+	102	8
YLR048W	XII;XII	242232;242681	242321;243349	+;+	759	1879
YLL059C	XII	22474	22980	-	507	10
YLR238W	XII	614755	616191	+	1437	118
YLR283W	XII	705186	706130	+	945	37
YLR298C	XII	724721	725416	-	696	221
YLR232W	XII	606830	607177	+	348	1
YLR086W	XII	302243	306499	+	4257	132
YLR053C	XII	248100	248426	-	327	14
YLL041C	XII	53131	53931	-	801	492
YLR330W	XII	787664	789679	+	2016	578
YLR244C	XII	625168	626331	-	1164	426
YLR299C-A	XII	727911	728003	-	93	0
YLL019W-A	XII	106908	107000	+	93	0
YLR258W	XII	660716	662833	+	2118	1564
YLR174W	XII	504591	505829	+	1239	39
YLR444C	XII	1023686	1023988	-	303	1
YLR315W	XII	764808	765269	+	462	29
YLR374C	XII	871453	871842	-	390	0
YLR154W-F	XII	455883	456023	+	141	0
tR(ACG)L	XII	374355	374427	+	73	0
YLR172C	XII	501260	502162	-	903	212
YLR273C	XII	689083	691029	-	1947	39
tK(UUU)L	XII;XII	875376;875436	875412;875471	+;+	73	0
YLL012W	XII	125534	127255	+	1722	40
YLR022C	XII	184174	184926	-	753	192
YLR382C	XII	882067	884751	-	2685	114
YLR041W	XII	229377	229697	+	321	5
YLR466C-A	XII	1070387	1070869	-	483	0
YLR268W	XII	680200	680844	+	645	240
YLR420W	XII	963785	964879	+	1095	277
ITS1-1	XII	455572	455932	-	361	0
YLR137W	XII	417006	418109	+	1104	62
YLR087C	XII	306855	315731	-	8877	158
YLL049W	XII	40666	41205	+	540	36
tL(CAA)L	XII;XII	628383;628454	628420;628497	+;+	82	5
RDN37-1	XII;XII;XII	451786;455414;455933	455181;455571;457732	-;-;-	5354	1
YLR426W	XII;XII	987062;987213	987141;988113	+;+	981	131
YLL035W	XII	68580	70478	+	1899	79
YLL009C	XII	131205	131414	-	210	147
YLR036C	XII	221521	222132	-	612	77
YLR118C	XII	384725	385408	-	684	109
ETS1-2	XII	466870	467569	-	700	0
YLR406C	XII;XII	931065;931699	931349;931755	-;-	342	729
ITS1-2	XII	464709	465069	-	361	0
YLR136C	XII	415801	416658	-	858	22
YLR385C	XII	892992	893390	-	399	2
YLR281C	XII	704493	704960	-	468	4
YLR138W	XII	418437	421394	+	2958	258
YLL019C	XII	105686	107899	-	2214	339
YLR284C	XII	706198	707040	-	843	40
YLR295C	XII	721999	722373	-	375	220
YLR307C-A	XII	746848	747111	-	264	0
YLR349W	XII	827521	828027	+	507	6
YLR248W	XII	634252	636084	+	1833	495
YLL006W-A	XII	136345	136521	+	177	0
YLR127C	XII	395758	398319	-	2562	72
YLR002C	XII	154343	156334	-	1992	70
YLR168C	XII	499578	500270	-	693	285
YLR342W-A	XII	815810	815983	+	174	37
YLR031W	XII	204225	204785	+	561	14
RDN5-3	XII	472465	472583	+	119	0
YLR189C	XII	530797	534393	-	3597	198
YLR358C	XII	843487	844050	-	564	7
YLR134W	XII	410723	412414	+	1692	76
YLR051C	XII	246324	246977	-	654	46
YLR466C-B	XII	1071594	1071710	-	117	12
YLR215C	XII	570776	571858	-	1083	47
YLR206W	XII	554578	556419	+	1842	1091
tI(AAU)L2	XII	1052071	1052144	-	74	0
YLR201C	XII	549511	550293	-	783	158
YLL018C	XII	109902	111575	-	1674	1546
YLL025W	XII	94747	95121	+	375	19
YLR392C	XII	904749	906305	-	1557	102
YLR063W	XII	264157	265254	+	1098	20
tA(UGC)L	XII	214883	214955	-	73	0
YLR124W	XII	391600	391944	+	345	11
YLR350W	XII	828730	829380	+	651	565
YLR312C	XII	757637	758833	-	1197	32
YLR204W	XII	552270	552605	+	336	57
YLL007C	XII	134302	136299	-	1998	70
YLR141W	XII	423683	424774	+	1092	53
tD(GUC)L1	XII	427132	427203	+	72	0
YLL038C	XII	65775	66518	-	744	65
YLR257W	XII	658826	659791	+	966	1344
YLR108C	XII	366667	368124	-	1458	96
YLR163W-A	XII	492812	492925	+	114	0
YLR416C	XII	954491	954889	-	399	1
YLR375W	XII	871697	872728	+	1032	834
YLR287C-A	XII;XII	712537;713156	712725;713158	-;-	192	1482
YLR154W-E	XII	455433	455636	+	204	0
YLR155C	XII	469317	470405	-	1089	0
tS(AGA)L	XII	167944	168025	-	82	0
YLR003C	XII	156855	157730	-	876	84
YLR221C	XII	578362	579024	-	663	110
YLR355C	XII	838066	839253	-	1188	1762
YLR464W	XII;XII	1066572;1067364	1067084;1067501	+;+	651	0
YLR446W	XII	1025214	1026515	+	1302	74
YLR237W	XII	612367	614163	+	1797	93
YLR441C	XII	1018141	1018908	-	768	2047
YLR178C	XII	513162	513821	-	660	752
YLR028C	XII	199540	201315	-	1776	670
YLR043C	XII	231702	232013	-	312	990
YLR218C	XII	573466	573918	-	453	44
YLR243W	XII	624203	625021	+	819	79
YLR148W	XII	434641	437397	+	2757	67
YLR162W-A	XII	490406	490594	+	189	5
YLR462W	XII	1065956	1066564	+	609	0
RDN37-2	XII;XII;XII	460923;464551;465070	464318;464708;466869	-;-;-	5354	2
YLR095C	XII	329677	332115	-	2439	452
YLR199C	XII;XII	547853;548764	548677;548769	-;-	831	114
YLR154W-A	XII	452438	452623	+	186	0
YLR154C	XII	447982	448314	-	333	53
YLL064C	XII	13083	13445	-	363	0
YLR461W	XII	1062919	1063281	+	363	2
tL(UAA)L	XII	962972	963055	-	84	1
YLR265C	XII	674427	675455	-	1029	114
YLR428C	XII	990617	990961	-	345	0
YLR242C	XII	622918	623883	-	966	29
YLR351C	XII	829489	830364	-	876	218
YLR306W	XII;XII	744151;744288	744153;744851	+;+	567	49
YLR130C	XII	402794	404062	-	1269	493
YLL028W	XII	84804	86564	+	1761	218
YLR183C	XII	520543	522012	-	1470	61
tR(CCG)L	XII	818609	818680	+	72	0
YLR042C	XII	229966	230451	-	486	34
YLR396C	XII	910235	912310	-	2076	66
YLR122C	XII	390954	391331	-	378	14
YLR326W	XII	782174	782896	+	723	106
YLR024C	XII	187663	193281	-	5619	73
YLR442C	XII	1019315	1022251	-	2937	95
YLR380W	XII	878282	879508	+	1227	409
YLR061W	XII;XII	263194;263595	263205;263948	+;+	366	7
YLR386W	XII	893628	896270	+	2643	118
YLR387C	XII	896374	897672	-	1299	113
YLR422W	XII	965897	971695	+	5799	142
YLR354C	XII	836350	837357	-	1008	2998
YLR434C	XII	1006025	1006408	-	384	6
YLL039C	XII	64062	65207	-	1146	639
YLR149C	XII	437631	439823	-	2193	176
YLR208W	XII	559551	560444	+	894	445
RDN5-6	XII	489349	489469	+	121	0
YLR115W	XII	377985	380564	+	2580	123
YLR005W	XII	160049	161434	+	1386	163
YLR147C	XII	434158	434463	-	306	92
YLR076C	XII	283185	283607	-	423	10
YLR162W	XII	489573	489929	+	357	1
YLR451W	XII	1036093	1038753	+	2661	214
YLR212C	XII	564860	566281	-	1422	97
YLR454W	XII	1043998	1051884	+	7887	215
YLR437C-A	XII	1012459	1012686	-	228	4
YLR064W	XII	265456	266277	+	822	174
YLR132C	XII	407283	408155	-	873	151
YLR182W	XII	517940	520351	+	2412	153
YLR038C	XII	224921	225172	-	252	74
YLR107W	XII	364116	365330	+	1215	76
YLR139C	XII	421542	423473	-	1932	132
YLR305C	XII	738161	743863	-	5703	178
YLR339C	XII	805784	806335	-	552	0
YLR062C	XII	263577	263954	-	378	15
YLR334C	XII	796698	797078	-	381	1
YLL002W	XII	146291	147601	+	1311	58
YLR070C	XII	274141	275211	-	1071	32
YLR157C	XII	472969	474057	-	1089	0
YLR226W	XII	589354	590541	+	1188	27
YLL048C	XII	41280	46265	-	4986	344
YLL024C	XII	95566	97485	-	1920	1113
YLR009W	XII	166537	167136	+	600	166
YLR057W	XII	255306	257855	+	2550	87
YLR348C	XII	826977	827873	-	897	104
YLR439W	XII	1014491	1015450	+	960	207
YLR236C	XII	611794	612117	-	324	2
YLR345W	XII	820511	822040	+	1530	237
YLR050C	XII	245587	246072	-	486	149
YLR332W	XII	790676	791806	+	1131	100
YLR369W	XII	859552	861525	+	1974	85
YLL065W	XII	11726	12076	+	351	0
tX(XXX)L	XII;XII	784354;784410	784389;784453	+;+	80	0
RDN5-1	XII	459676	459796	+	121	4
YLR417W	XII	955010	956710	+	1701	171
YLR179C	XII	514108	514713	-	606	516
YLR013W	XII	171339	171764	+	426	1
YLR116W	XII	380822	382252	+	1431	175
YLR371W	XII	862714	866784	+	4071	189
YLR222C	XII	579318	581771	-	2454	72
YLR365W	XII	855199	855531	+	333	0
YLR440C	XII	1015568	1017697	-	2130	94
YLR059C	XII	259738	260547	-	810	289
YLR165C	XII	494494	495258	-	765	52
YLR421C	XII	965090	965560	-	471	116
YLL027W	XII	87403	88155	+	753	465
YLR292C	XII	719789	720370	-	582	201
YLR034C	XII	210512	211933	-	1422	179
YLR016C	XII	176802	177416	-	615	61
YLR255C	XII	645600	645953	-	354	3
YLR297W	XII	724044	724433	+	390	177
YLR225C	XII	587695	588918	-	1224	132
YLR047C	XII	239347	241407	-	2061	74
YLL022C	XII	99044	100201	-	1158	140
tI(AAU)L1	XII	734802	734875	+	74	2
YLR395C	XII	909729	909965	-	237	357
YLL067C	XII;XII	585;4015	3915;4301	-;-	3618	1
YLR359W	XII	844282	845730	+	1449	1019
YLR456W	XII	1055070	1055684	+	615	27
YLR067C	XII	267813	270710	-	2898	54
RDN58-2	XII	464551	464708	-	158	0
YLR040C	XII	228908	229582	-	675	550
YLL013C	XII	122075	124714	-	2640	197
YLR320W	XII	771940	776304	+	4365	79
YLL045C	XII	47859	48629	-	771	1715
YLR352W	XII	831116	833539	+	2424	136
YLR160C	XII	486201	487289	-	1089	0
YLR071C	XII	275378	278626	-	3249	313
YLR286C	XII	708448	710136	-	1689	4919
YLR037C	XII	222685	223059	-	375	27
YLL004W	XII	141073	142923	+	1851	43
YLR100W	XII	341810	342853	+	1044	117
YLR088W	XII	316107	317951	+	1845	147
YLR216C	XII	572096	573211	-	1116	260
YLL040C	XII	54211	63645	-	9435	346
YLR154C-G	XII	462522	462671	-	150	0
YLR410W-B	XII	941483	946796	+	5314	49
YLR410W-A	XII	941483	942799	+	1317	0
YLR157C-A	XII	480279	481601	-	1323	0
YLR256W-A	XII	651117	652439	+	1323	54
YLR035C-A	XII	215440	218907	-	3468	3
YLR227W-A	XII	593438	594760	+	1323	0
YLR157C-B	XII	476333	481601	-	5269	0
YLR227W-B	XII	593438	598706	+	5269	58
YPL071C	XVI	420048	420518	-	471	67
YPL208W	XVI	157842	159593	+	1752	81
YPL102C	XVI	360003	360305	-	303	0
YPL217C	XVI	139620	143171	-	3552	157
YPL197C	XVI	174343	174756	-	414	12
YPR139C	XVI	813156	814058	-	903	167
YPR169W	XVI	878690	880168	+	1479	287
YPL257W	XVI	63279	63860	+	582	23
snR41	XVI	719148	719242	-	95	19
YPL009C	XVI	535820	538936	-	3117	209
YPL183C	XVI	199495	202536	-	3042	133
YPR065W	XVI	679693	680799	+	1107	313
YPR099C	XVI	729757	730113	-	357	0
YPR032W	XVI	634123	637224	+	3102	115
tM(CAU)P	XVI	338848	338919	-	72	2
YPR194C	XVI	924304	926937	-	2634	281
YPL084W	XVI	394038	396572	+	2535	250
YPR101W	XVI	730492	731019	+	528	61
YPL179W	XVI	208157	209806	+	1650	301
YPL224C	XVI	126634	128088	-	1455	137
tG(GCC)P2	XVI	860379	860449	+	71	0
snR17b	XVI;XVI	281056;281504	281373;281517	-;-	332	5
YPR204W	XVI	944603	947701	+	3099	30
YPR103W	XVI	732349	733212	+	864	594
YPR155C	XVI	835563	837413	-	1851	113
YPL250W-A	XVI	75702	75989	+	288	0
YPL244C	XVI	87014	88033	-	1020	171
YPR141C	XVI	815734	817923	-	2190	52
YPL275W	XVI	18369	19079	+	711	9
YPR156C	XVI	837909	839777	-	1869	599
YPL240C	XVI	96496	98625	-	2130	296
YPR188C	XVI	911988	912479	-	492	54
YPL111W	XVI	339944	340945	+	1002	260
YPR119W	XVI	771653	773128	+	1476	140
YPL192C	XVI	182655	183056	-	402	8
YPL059W	XVI	444579	445031	+	453	93
YPL218W	XVI;XVI	138698;138865	138725;139409	+;+	573	291
tI(AAU)P1	XVI	819529	819602	+	74	1
YPL264C	XVI	43283	44344	-	1062	40
YPL198W	XVI;XVI;XVI	173152;173572;174073	173162;173665;174702	+;+;+	735	212
YPL006W	XVI	544631	548143	+	3513	192
YPR161C	XVI	864449	866422	-	1974	218
YPL145C	XVI	278395	279699	-	1305	549
YPL092W	XVI	373793	375169	+	1377	279
YPR181C	XVI	897361	899667	-	2307	702
YPR171W	XVI	883828	885558	+	1731	138
YPR122W	XVI	782045	785671	+	3627	258
YPL091W	XVI	375502	376953	+	1452	414
YPL137C	XVI	292817	296647	-	3831	290
YPL014W	XVI	527547	528692	+	1146	1241
YPL164C	XVI	239350	241497	-	2148	77
YPL163C	XVI	241918	242700	-	783	570
YPR069C	XVI	684556	685437	-	882	262
YPL038W-A	XVI	480182	480373	+	192	5
YPR072W	XVI	690107	691789	+	1683	369
YPR067W	XVI	682220	682777	+	558	147
YPL175W	XVI;XVI	218630;218747	218646;220088	+;+	1359	62
YPL088W	XVI	381965	382993	+	1029	39
YPL125W	XVI	313388	316486	+	3099	162
YPL090C	XVI;XVI	377291;378390	377995;378395	-;-	711	520
YPR120C	XVI	773875	775182	-	1308	19
YPR198W	XVI	934034	935665	+	1632	113
YPR053C	XVI	665788	666243	-	456	32
YPR106W	XVI	740061	741392	+	1332	123
YPL250C	XVI	74309	74719	-	411	332
YPL051W	XVI	459963	460559	+	597	28
YPR013C	XVI	584632	585585	-	954	184
YPL121C	XVI	320962	321630	-	669	0
YPR068C	XVI	682941	684353	-	1413	50
YPR160W-A	XVI	861934	862014	+	81	0
YPR202W	XVI;XVI	943032;943199	943050;943896	+;+	717	2
YPL270W	XVI	30482	32803	+	2322	307
YPL248C	XVI	79711	82356	-	2646	94
YPR058W	XVI	673751	674674	+	924	85
YPL004C	XVI	550632	551657	-	1026	2940
YPR110C	XVI	745828	746835	-	1008	348
YPL042C	XVI	473040	474707	-	1668	95
YPR149W	XVI	829918	830439	+	522	1384
YPL172C	XVI	224353	225741	-	1389	85
YPR009W	XVI	576552	577358	+	807	120
YPL039W	XVI	479225	480175	+	951	29
YPR051W	XVI	664960	665490	+	531	21
YPR134W	XVI	798051	798857	+	807	75
YPR118W	XVI	767752	768987	+	1236	172
YPR019W	XVI	596750	599551	+	2802	224
YPL213W	XVI	150614	151330	+	717	67
YPR121W	XVI	778583	780301	+	1719	96
YPL054W	XVI	455759	456664	+	906	98
YPL123C	XVI	317641	318945	-	1305	88
YPL144W	XVI	280480	280926	+	447	47
YPR036W-A	XVI	645950	646153	+	204	5976
YPL140C	XVI	287514	289034	-	1521	94
snR70	XVI	718887	719050	-	164	8
YPL202C	XVI	168088	169338	-	1251	155
YPL114W	XVI	335948	336367	+	420	0
tI(AAU)P2	XVI	880296	880369	-	74	1
YPL045W	XVI	467260	469656	+	2397	107
YPL267W	XVI	38169	38798	+	630	49
YPL133C	XVI	299888	301228	-	1341	52
tA(AGC)P	XVI	856902	856974	+	73	4
YPL263C	XVI	44551	46506	-	1956	140
YPL097W	XVI	364952	366430	+	1479	33
YPR130C	XVI	793374	793781	-	408	5
YPR177C	XVI	892313	892684	-	372	0
YPR124W	XVI	786208	787428	+	1221	330
YPR157W	XVI	841266	842669	+	1404	107
YPR004C	XVI	564007	565041	-	1035	202
YPR080W	XVI	700594	701970	+	1377	2626
YPL162C	XVI	243206	244027	-	822	62
YPL200W	XVI	171484	171954	+	471	3
YPR057W	XVI	672471	673496	+	1026	86
YPR100W	XVI	729791	730213	+	423	48
YPR033C	XVI	637379	639019	-	1641	284
YPR174C	XVI	888043	888708	-	666	50
YPR151C	XVI	831055	831675	-	621	8
YPR180W	XVI	895961	897004	+	1044	81
YPL210C	XVI	154290	156212	-	1923	281
tC(GCA)P1	XVI	435893	435964	-	72	0
YPL155C	XVI	257216	259336	-	2121	86
YPL225W	XVI	126006	126446	+	441	144
YPL081W	XVI;XVI	404950;405458	404956;406044	+;+	594	232
YPL266W	XVI	39121	40077	+	957	103
YPR002W	XVI	558385	559935	+	1551	30
YPL127C	XVI	308828	309604	-	777	538
YPR108W	XVI	742454	743743	+	1290	483
YPR172W	XVI	885796	886398	+	603	186
tF(GAA)P2	XVI;XVI	622540;622595	622575;622631	-;-	73	0
YPR200C	XVI	939279	939671	-	393	11
YPL058C	XVI	445842	450377	-	4536	523
YPL073C	XVI	418499	418984	-	486	1
YPR197C	XVI	933898	934461	-	564	1
YPR088C	XVI	711403	713028	-	1626	252
YPL254W	XVI	69485	70951	+	1467	110
YPR010C-A	XVI;XVI	582373;582702	582558;582734	-;-	219	103
YPL223C	XVI	128632	129138	-	507	14
YPR056W	XVI	671126	672142	+	1017	111
YPR006C	XVI	567269	568996	-	1728	42
YPR129W	XVI	792687	793736	+	1050	343
YPR199C	XVI	938148	939032	-	885	198
YPL062W	XVI	431895	432299	+	405	1
YPR113W	XVI	752257	752919	+	663	530
YPL166W	XVI	237338	237979	+	642	40
YPR020W	XVI	599870	600217	+	348	75
YPL160W	XVI	246990	250262	+	3273	654
YPL147W	XVI	273255	275867	+	2613	42
YPL107W	XVI	349119	349865	+	747	42
YPL169C	XVI	229039	230838	-	1800	265
YPR169W-A	XVI	883239	883457	+	219	0
YPR170W-A	XVI	883378	883563	+	186	0
YPR014C	XVI	587189	587518	-	330	4
YPR049C	XVI	661137	664673	-	3537	74
YPL087W	XVI	383455	384408	+	954	196
YPR115W	XVI	754877	758128	+	3252	460
YPL184C	XVI	195950	197788	-	1839	375
YPR111W	XVI	747306	749000	+	1695	84
YPR203W	XVI	943880	944188	+	309	0
YPR189W	XVI	912664	916962	+	4299	113
YPR034W	XVI	639525	640958	+	1434	225
YPL189W	XVI	189154	190983	+	1830	34
YPL246C	XVI	84509	85297	-	789	373
YPL020C	XVI	512313	514178	-	1866	135
YPL255W	XVI	67725	68882	+	1158	43
YPL196W	XVI	175043	175864	+	822	106
YPR135W	XVI	799234	802017	+	2784	62
YPR044C	XVI	654524	654877	-	354	5
YPL061W	XVI	432588	434090	+	1503	1966
YPL238C	XVI	100474	100863	-	390	0
YPL052W	XVI;XVI	458799;459007	459005;459678	+;+	879	52
YPR112C	XVI	749256	751919	-	2664	76
YPL186C	XVI	194512	195426	-	915	182
YPR148C	XVI	826833	828140	-	1308	306
YPL276W	XVI	17948	18385	+	438	7
YPL280W	XVI	11887	12600	+	714	0
YPR143W	XVI	818323	819075	+	753	69
YPL261C	XVI	48996	49304	-	309	1
YPL034W	XVI	486712	487209	+	498	14
YPL116W	XVI	329606	331699	+	2094	108
YPL131W	XVI	303121	304014	+	894	4436
YPR017C	XVI	593486	593917	-	432	76
YPL012W	XVI	529723	533409	+	3687	145
YPL017C	XVI	518734	520233	-	1500	91
YPL010W	XVI	535018	535587	+	570	201
YPR173C	XVI	886524	887837	-	1314	212
YPL233W	XVI	106172	106822	+	651	22
YPR024W	XVI	610481	612724	+	2244	285
YPL152W-A	XVI	264602	264700	+	99	0
YPL187W	XVI	193648	194145	+	498	6006
YPR191W	XVI	919381	920487	+	1107	806
YPR170C	XVI	882983	883318	-	336	0
YPR123C	XVI	786141	786575	-	435	7
YPR142C	XVI	818130	818693	-	564	0
YPL063W	XVI	429939	431369	+	1431	376
YPR007C	XVI	569336	571378	-	2043	4
YPR084W	XVI	706972	708342	+	1371	152
YPL149W	XVI	271310	272194	+	885	43
YPL089C	XVI	379120	381150	-	2031	200
YPR166C	XVI	876282	876629	-	348	22
YPR167C	XVI	876847	877632	-	786	276
YPL231W	XVI	108652	114315	+	5664	3271
YPR025C	XVI	613377	614558	-	1182	181
YPL098C	XVI	364386	364727	-	342	52
YPR147C	XVI	825645	826559	-	915	99
YPL129W	XVI;XVI	305298;305412	305306;306137	+;+	735	312
YPR153W	XVI;XVI	833689;833828	833693;834245	+;+	423	3
YPR164W	XVI	870703	874926	+	4224	131
YPL026C	XVI	500675	502183	-	1509	128
YPR001W	XVI	556377	557837	+	1461	25
YPL282C	XVI	7933	8427	-	495	0
YPR178W	XVI	892332	893729	+	1398	44
YPR061C	XVI	675977	676882	-	906	57
YPL180W	XVI	205248	207647	+	2400	125
YPL142C	XVI	282686	283003	-	318	91
YPL019C	XVI	514511	517018	-	2508	295
YPL258C	XVI	53498	55153	-	1656	51
YPL022W	XVI	506697	509999	+	3303	174
YPL279C	XVI	13228	14355	-	1128	32
YPL044C	XVI	469926	470474	-	549	0
YPR193C	XVI	922909	923379	-	471	2
YPL001W	XVI	554605	555729	+	1125	40
YPR083W	XVI	704854	706593	+	1740	64
YPR195C	XVI	927965	928294	-	330	23
YPL057C	XVI	451909	453057	-	1149	193
YPL211W	XVI	153495	154040	+	546	86
YPL041C	XVI	475118	475741	-	624	47
YPR003C	XVI	561504	563768	-	2265	67
YPL181W	XVI	203421	204941	+	1521	149
YPR168W	XVI	878076	878549	+	474	9
YPL185W	XVI	195253	195648	+	396	5
YPL040C	XVI	475993	479001	-	3009	79
YPL070W	XVI	420948	422786	+	1839	218
YPR159W	XVI	857583	859745	+	2163	398
YPL002C	XVI	553627	554328	-	702	52
snR51	XVI	718700	718806	-	107	20
YPL227C	XVI	120163	121167	-	1005	85
YPL067C	XVI	425251	425847	-	597	63
YPL236C	XVI	101608	102702	-	1095	91
YPL151C	XVI	266180	267535	-	1356	79
YPL234C	XVI	104946	105440	-	495	509
YPL015C	XVI	525810	526883	-	1074	644
YPR035W	XVI	642208	643320	+	1113	5513
YPR037C	XVI	646448	647038	-	591	43
YPR184W	XVI	902044	906654	+	4611	534
YPL135W	XVI	297553	298050	+	498	294
YPL215W	XVI	147416	148423	+	1008	116
YPL112C	XVI	337436	338620	-	1185	199
tK(UUU)P	XVI;XVI	769207;769266	769242;769302	-;-	73	2
YPR146C	XVI	825347	825676	-	330	19
YPR087W	XVI	711354	711674	+	321	2
tW(CCA)P	XVI;XVI	56169;56239	56204;56274	-;-	72	5
YPL154C	XVI	259714	260931	-	1218	1467
YPL136W	XVI	296286	296654	+	369	0
YPR094W	XVI	720637	720960	+	324	24
YPR074C	XVI	692796	694838	-	2043	1533
YPL056C	XVI	453430	453735	-	306	108
YPL189C-A	XVI	188307	188513	-	207	57
YPR082C	XVI	704225	704656	-	432	74
YPR133C	XVI	795978	797210	-	1233	144
YPL047W	XVI	465962	466261	+	300	53
YPL077C	XVI	409368	410090	-	723	39
YPR016W-A	XVI	593096	593356	+	261	21
YPL272C	XVI	26611	28164	-	1554	34
YPR050C	XVI	664953	665366	-	414	0
YPR108W-A	XVI	744175	744387	+	213	0
YPR070W	XVI	685898	687598	+	1701	120
YPL176C	XVI	216012	218363	-	2352	219
YPL220W	XVI	135790	136443	+	654	671
YPL065W	XVI	427927	428655	+	729	86
YPL074W	XVI	415763	418027	+	2265	146
YPL032C	XVI	488887	491364	-	2478	477
YPL167C	XVI	232593	237107	-	4515	90
tN(GUU)P	XVI	810676	810749	+	74	2
YPR185W	XVI	907218	909434	+	2217	312
YPR160C-A	XVI	862577	862861	-	285	0
YPL038W	XVI	480535	481068	+	534	32
YPR145W	XVI	822620	824338	+	1719	2349
YPL165C	XVI	237956	239077	-	1122	130
YPL193W	XVI	181403	182548	+	1146	48
YPL003W	XVI	552020	553408	+	1389	108
YPL178W	XVI	212158	212784	+	627	288
YPL013C	XVI	528985	529350	-	366	87
YPR012W	XVI	584309	584563	+	255	35
YPR042C	XVI	650435	653662	-	3228	161
YPL103C	XVI	358000	359406	-	1407	65
YPR028W	XVI;XVI	623527;623711	623577;624202	+;+	543	802
YPR039W	XVI	647012	647347	+	336	0
YPR089W	XVI	713275	715941	+	2667	219
YPL075W	XVI;XVI	412254;413013	412261;415362	+;+	2358	363
YPR196W	XVI	931376	932788	+	1413	42
YPR077C	XVI	697131	697502	-	372	0
YPL024W	XVI	503517	504242	+	726	41
YPR008W	XVI	573018	575102	+	2085	408
YPR071W	XVI	688172	688807	+	636	80
YPL182C	XVI	203306	203689	-	384	4
tC(GCA)P2	XVI	775765	775836	-	72	3
YPR062W	XVI	677165	677641	+	477	423
YPL277C	XVI	15405	16868	-	1464	16
YPR125W	XVI	787961	789325	+	1365	96
YPR131C	XVI	793911	794498	-	588	73
YPL221W	XVI	133043	135424	+	2382	453
YPR073C	XVI	691933	692418	-	486	115
YPL262W	XVI	47336	48802	+	1467	575
snR45	XVI	821732	821903	+	172	5
YPR036W	XVI	643836	645272	+	1437	1059
YPL031C	XVI;XVI	492018;493021	492918;493037	-;-	918	288
YPL237W	XVI	100496	101353	+	858	651
YPL053C	XVI	457118	458458	-	1341	174
YPR109W	XVI	744689	745573	+	885	114
YPR159C-A	XVI	860314	860415	-	102	0
YPL122C	XVI	319226	320767	-	1542	99
YPL085W	XVI	387067	393654	+	6588	390
YPR104C	XVI	733623	736433	-	2811	125
YPR186C	XVI	909733	911022	-	1290	27
YPR201W	XVI	939922	941136	+	1215	18
YPL138C	XVI	291366	292427	-	1062	55
YPR030W	XVI	627880	631245	+	3366	65
YPR190C	XVI	917077	919041	-	1965	80
YPL043W	XVI	469939	471996	+	2058	127
YPL108W	XVI	348446	348952	+	507	14
YPL105C	XVI	352863	355412	-	2550	482
YPL168W	XVI	231217	232509	+	1293	93
YPR018W	XVI	594476	596296	+	1821	102
YPR132W	XVI;XVI	794965;795395	795029;795767	+;+	438	641
YPL222C-A	XVI	131870	132115	-	246	0
YPR137W	XVI	802359	804080	+	1722	60
YPL219W	XVI	136750	138228	+	1479	99
tS(UGA)P	XVI	689565	689646	+	82	0
YPL029W	XVI	495506	497719	+	2214	82
YPL113C	XVI	335953	337143	-	1191	15
YPL190C	XVI	185317	187725	-	2409	416
YPL241C	XVI;XVI	95372;96234	96153;96258	-;-	807	32
YPL281C	XVI	9557	10870	-	1314	0
YPL023C	XVI	504339	506312	-	1974	143
YPR043W	XVI;XVI	654166;654571	654167;654847	+;+	279	1
YPR116W	XVI	758648	759481	+	834	8
YPL252C	XVI	73363	73881	-	519	103
YPR047W	XVI	657529	658938	+	1410	76
YPL119C-A	XVI	324024	324287	-	264	9
YPL194W	XVI	179277	181115	+	1839	48
YPL157W	XVI	254814	255761	+	948	30
YPL177C	XVI	213042	213962	-	921	310
YPR165W	XVI	875368	875997	+	630	839
YPL037C	XVI	481428	481901	-	474	799
YPR093C	XVI	719558	720424	-	867	61
